worker_id,age,gender,city_tier,gig_platform,months_active,monthly_income,income_consistency_score,upi_transaction_count,average_transaction_value,monthly_inflow,monthly_outflow,savings_ratio,utility_bill_payment_rate,mobile_recharge_frequency,customer_rating,task_completion_rate,active_days_per_month,working_hours_per_week,account_balance_trend,previous_microloan_taken,previous_microloan_repaid,financial_stability_score,credit_risk_category
GW03665,30,Male,Tier2,Ola,14,26027,46,53,299,26624,22370,19.5,90,1,3.3,62,22,39,Stable,No,No,52.6,Medium
GW03666,27,Male,Tier2,Swiggy,22,31300,97,67,278,34657,23335,33,94,1,4.3,87,26,39,Stable,Yes,Yes,82.6,Low
GW03667,18,Female,Tier1,Swiggy,9,29340,29,18,559,32634,30425,7.5,60,5,3.1,43,21,33,Stable,No,No,33.9,High
GW03668,31,Male,Tier2,Zomato,9,29009,72,58,216,32889,24993,25.6,92,2,4,87,19,38,Stable,No,No,64.2,Low
GW03669,33,Female,Tier2,Freelancer,44,40181,53,69,384,42051,34543,17.9,96,2,4.8,72,24,67,Increasing,Yes,Yes,74.1,Low
GW03670,18,Male,Tier3,Zomato,18,22816,76,27,416,24368,21760,8,88,2,3.7,97,25,32,Stable,Yes,Yes,54.9,Medium
GW03671,26,Male,Tier1,Freelancer,37,57874,75,85,342,59078,43930,27.9,78,3,4.6,91,26,28,Decreasing,No,No,60.6,Low
GW03672,29,Male,Tier1,Ola,16,46407,100,61,290,47269,39616,17.3,83,2,4.7,84,22,42,Increasing,Yes,No,65.8,Low
GW03673,28,Male,Tier1,Ola,13,39464,37,9,1627,39530,32445,16.1,90,4,4,92,25,16,Decreasing,No,No,47.9,Medium
GW03674,24,Male,Tier1,Freelancer,51,53973,64,79,223,55344,41363,28.6,100,3,4.6,97,21,30,Increasing,Yes,No,75.5,Low
GW03675,41,Female,Tier2,Uber,2,26199,75,46,189,27298,27266,3.3,67,3,4.2,81,20,41,Stable,No,No,37,Medium
GW03676,42,Male,Tier1,Swiggy,60,39691,100,51,288,43056,32351,23.7,88,1,4.1,89,23,65,Decreasing,Yes,Yes,69.4,Low
GW03677,22,Female,Tier3,Zomato,21,19187,61,80,73,20975,13472,32.5,79,2,4.4,92,15,46,Increasing,No,No,77.3,Low
GW03678,34,Female,Tier1,Uber,17,44805,90,43,727,48484,40465,20.2,96,1,4.2,100,23,38,Increasing,No,No,74.8,Low
GW03679,19,Male,Tier2,Uber,8,21292,19,4,2522,21395,19810,3.6,50,5,3.5,62,21,40,Decreasing,No,No,21.4,High
GW03680,28,Male,Tier2,Swiggy,28,33017,80,97,157,35596,26137,25.3,91,3,3.5,77,26,58,Stable,No,No,65.3,Low
GW03681,22,Male,Tier2,Ola,2,26362,37,26,542,28146,24586,9.8,69,3,3.6,85,20,48,Increasing,Yes,No,42.5,Medium
GW03682,26,Female,Tier3,Uber,21,22762,66,74,197,25395,20326,23,80,2,4.5,82,24,41,Increasing,Yes,Yes,77.3,Low
GW03683,18,Female,Tier1,Freelancer,31,44622,53,58,434,50699,44027,11.7,65,4,3.9,73,16,31,Decreasing,Yes,Yes,37.8,Medium
GW03684,37,Male,Tier2,Uber,41,32856,65,30,422,36126,30789,12.8,90,3,4.3,81,26,46,Increasing,Yes,Yes,66,Low
GW03685,27,Male,Tier2,Urban Company,11,37594,62,67,335,41606,35778,13.6,74,2,3.2,62,18,42,Increasing,No,No,55.7,Medium
GW03686,25,Male,Tier1,Uber,51,37362,30,32,415,39537,34563,16.7,60,1,4.1,71,23,15,Stable,No,No,51.8,Medium
GW03687,29,Female,Tier3,Freelancer,15,20403,27,25,524,22213,22261,0,40,3,3.3,56,10,24,Decreasing,Yes,Yes,27.2,High
GW03688,34,Female,Tier2,Uber,22,34049,78,82,246,36839,27243,22.4,88,1,5,81,24,65,Decreasing,No,No,58.1,Low
GW03689,39,Male,Tier2,Uber,30,33186,71,78,287,38028,30427,21,97,3,4,90,18,40,Increasing,Yes,Yes,77.6,Low
GW03690,26,Male,Tier1,Swiggy,32,39125,93,46,552,43423,39880,8.6,100,3,4.6,88,23,28,Increasing,No,No,68.7,Low
GW03691,30,Male,Tier3,Swiggy,9,15970,70,32,232,16632,15897,0.2,62,2,3.2,42,13,24,Decreasing,Yes,No,12.2,High
GW03692,20,Male,Tier1,Urban Company,2,39723,31,29,900,45009,40752,12.5,95,3,4,84,19,53,Stable,No,No,48.4,Medium
GW03693,28,Female,Tier2,Swiggy,2,21938,45,30,456,23702,21589,5,67,2,3.9,95,17,50,Increasing,No,No,44.2,Medium
GW03694,29,Male,Tier2,Zomato,67,28375,69,36,377,29050,19581,29.5,94,1,4.2,91,24,36,Increasing,No,No,82.7,Low
GW03695,24,Male,Tier1,Freelancer,27,53926,64,42,742,60669,50452,18.8,80,2,4.1,82,22,48,Increasing,No,No,63.7,Low
GW03696,29,Male,Tier2,Uber,28,33252,89,53,230,35881,30757,14.1,81,2,4.6,78,29,57,Increasing,Yes,Yes,67.3,Low
GW03697,20,Male,Tier3,Swiggy,19,18573,33,52,183,18793,17615,1.9,40,3,3.3,67,6,33,Decreasing,Yes,Yes,28.6,High
GW03698,25,Male,Tier1,Uber,15,40390,65,47,276,42758,37774,12,58,1,4,73,19,46,Decreasing,No,No,38.3,Medium
GW03699,32,Female,Tier1,Uber,5,31306,48,30,484,33595,32106,3.4,35,4,3.6,43,16,10,Decreasing,Yes,Yes,31.5,High
GW03700,32,Male,Tier1,Uber,31,45192,66,53,470,47069,40283,16.4,72,2,4.6,89,27,50,Decreasing,Yes,Yes,56.9,Medium
GW03701,26,Male,Tier3,Freelancer,11,22423,53,44,280,23410,18165,18.7,68,2,3.9,86,16,31,Stable,Yes,Yes,58.7,Low
GW03702,36,Male,Tier1,Swiggy,9,31596,30,8,1769,32213,29993,5.5,79,3,3.5,79,22,38,Decreasing,Yes,Yes,32.6,High
GW03703,38,Male,Tier3,Ola,12,17437,64,42,139,19295,15225,21,94,2,4.2,83,24,45,Decreasing,No,No,52.1,Medium
GW03704,24,Male,Tier3,Freelancer,4,14894,18,41,202,15013,14367,4.8,35,2,3.1,65,10,18,Decreasing,Yes,No,5.3,High
GW03705,26,Male,Tier2,Freelancer,11,29512,28,21,469,30762,29542,5.9,74,2,3.2,74,17,36,Stable,Yes,Yes,38.3,Medium
GW03706,25,Male,Tier3,Swiggy,13,12264,32,38,127,12653,12490,0,65,3,3.1,59,17,15,Decreasing,Yes,Yes,28.4,High
GW03707,18,Male,Tier2,Swiggy,2,23425,25,45,323,25001,19581,19.4,53,1,3.7,59,14,55,Stable,No,No,39.4,Medium
GW03708,24,Female,Tier3,Uber,22,26823,76,76,167,29984,24354,18.1,88,2,4.4,100,17,56,Increasing,Yes,Yes,79.5,Low
GW03709,39,Male,Tier3,Freelancer,48,20154,76,75,188,21057,16169,21.5,97,3,4.1,83,20,27,Stable,No,No,68.2,Low
GW03710,32,Male,Tier2,Freelancer,17,24241,37,23,640,27415,25898,7.5,49,5,3.4,50,17,20,Decreasing,Yes,Yes,28.3,High
GW03711,31,Male,Tier3,Uber,50,20466,88,43,219,23127,17245,21.9,93,3,4,81,23,45,Decreasing,Yes,Yes,62.1,Low
GW03712,31,Female,Tier2,Urban Company,3,33380,45,41,280,35421,30558,17.4,67,1,4.4,81,20,23,Decreasing,Yes,Yes,51,Medium
GW03713,29,Male,Tier3,Uber,28,21470,85,44,230,24140,21082,15.9,79,3,3.7,74,23,51,Decreasing,No,No,50.9,Medium
GW03714,40,Male,Tier3,Freelancer,38,25119,39,59,150,26247,21117,18.1,78,4,3.2,77,15,24,Stable,No,No,50.7,Medium
GW03715,26,Male,Tier3,Freelancer,11,23244,27,14,956,24145,22890,1.3,49,4,2.5,62,12,30,Stable,No,No,23.1,High
GW03716,18,Male,Tier2,Urban Company,25,40661,84,44,316,45963,34597,25.9,100,3,4.5,86,22,43,Increasing,No,No,83.3,Low
GW03717,37,Female,Tier1,Urban Company,16,55346,72,62,604,60942,50754,20.3,90,1,4,81,26,46,Stable,Yes,Yes,61.6,Low
GW03718,26,Female,Tier2,Uber,45,40300,61,32,574,41774,39081,10.3,87,2,4.1,88,27,36,Stable,No,No,57.6,Medium
GW03719,41,Male,Tier2,Zomato,35,23616,91,44,168,23706,16921,25.6,95,1,4.3,100,22,62,Increasing,No,No,81.2,Low
GW03720,32,Female,Tier2,Uber,14,39602,74,29,862,44054,33968,22.3,81,3,4.4,77,25,45,Stable,Yes,Yes,71.9,Low
GW03721,27,Male,Tier2,Freelancer,39,44225,66,80,243,46292,36441,22,76,1,4.3,100,18,37,Stable,No,No,66.1,Low
GW03722,28,Male,Tier3,Freelancer,22,18274,14,16,648,18541,17948,6.3,33,2,3.1,68,12,22,Decreasing,No,No,21.2,High
GW03723,18,Female,Tier2,Swiggy,20,17878,39,3,3845,18651,18387,1.1,60,2,3.8,34,13,45,Decreasing,Yes,No,13.8,High
GW03724,36,Male,Tier3,Zomato,17,19625,52,38,167,20900,17008,18.4,82,2,4.7,85,21,44,Increasing,Yes,Yes,72.2,Low
GW03725,24,Male,Tier1,Uber,30,45334,88,43,322,46818,41217,12.6,87,2,3.9,76,15,44,Increasing,Yes,Yes,66.6,Low
GW03726,34,Female,Tier2,Uber,1,25589,58,3,3041,25819,26097,3.3,40,1,3,48,15,31,Stable,No,No,28.8,High
GW03727,31,Male,Tier1,Zomato,28,34599,86,38,358,36329,23500,33.8,94,2,4.8,80,22,22,Stable,Yes,Yes,85.6,Low
GW03728,31,Male,Tier3,Freelancer,45,34109,74,48,362,36674,32298,13.2,92,2,3.9,94,25,45,Decreasing,No,No,53.1,Medium
GW03729,37,Male,Tier2,Swiggy,33,29997,79,43,477,33574,24589,30,82,1,4.1,96,24,40,Increasing,No,No,78.1,Low
GW03730,29,Female,Tier3,Ola,8,23330,71,69,175,26068,21613,16.7,87,1,3.5,64,18,47,Stable,Yes,Yes,58.3,Low
GW03731,34,Female,Tier2,Zomato,19,26311,86,38,445,26944,24272,8.3,89,3,4.8,89,22,29,Increasing,Yes,Yes,68.1,Low
GW03732,28,Male,Tier3,Freelancer,13,20890,18,15,528,22360,20624,5.8,82,2,2.9,46,10,10,Stable,Yes,No,24,High
GW03733,26,Female,Tier2,Ola,25,34160,87,33,680,38598,30527,22.1,80,1,4.3,86,18,46,Increasing,Yes,Yes,83.7,Low
GW03734,30,Male,Tier2,Swiggy,2,26692,47,21,744,26895,25473,5,54,3,3.2,74,27,34,Stable,No,No,36.6,Medium
GW03735,30,Male,Tier1,Ola,35,44124,84,44,681,47335,30352,38,94,3,4.7,93,20,37,Increasing,No,No,93.3,Low
GW03736,18,Female,Tier1,Zomato,6,40852,62,70,378,43929,30216,29.5,83,1,4.7,65,26,53,Stable,No,No,65.9,Low
GW03737,36,Male,Tier3,Urban Company,6,19694,40,68,185,22144,22201,4.5,88,1,4.3,76,21,44,Decreasing,Yes,Yes,38.1,Medium
GW03738,29,Male,Tier1,Freelancer,12,47792,73,29,542,51356,45476,14.8,56,2,4.1,81,16,15,Decreasing,Yes,Yes,49.5,Medium
GW03739,31,Male,Tier2,Freelancer,8,36527,76,17,1223,37081,34593,5.4,59,3,3.8,93,13,41,Stable,Yes,No,34.1,High
GW03740,29,Male,Tier1,Zomato,15,35846,66,41,369,39555,34866,14.9,73,2,3.6,70,18,28,Increasing,No,No,52.3,Medium
GW03741,34,Male,Tier3,Zomato,3,10000,23,18,224,10852,10869,4.6,51,5,3.4,68,10,17,Increasing,Yes,Yes,45.5,Medium
GW03742,18,Male,Tier2,Uber,16,26070,34,12,1045,27896,27756,5.2,51,5,2.3,55,12,13,Decreasing,Yes,Yes,21.3,High
GW03743,20,Male,Tier1,Zomato,12,35357,59,44,519,36880,33413,7.7,82,3,4.5,69,16,43,Decreasing,No,No,41.6,Medium
GW03744,38,Male,Tier1,Freelancer,35,46636,68,51,307,47172,38751,18,96,3,4.9,71,30,32,Increasing,Yes,No,67.7,Low
GW03745,28,Male,Tier1,Swiggy,37,36890,68,34,726,41970,28814,31.4,75,3,4.6,100,19,41,Increasing,No,No,77.7,Low
GW03746,35,Female,Tier2,Swiggy,29,26838,64,66,261,30227,26353,14.5,87,3,4.3,82,24,37,Increasing,Yes,Yes,71.9,Low
GW03747,37,Female,Tier3,Zomato,3,17998,39,30,247,20535,16532,15.9,58,3,3.6,70,20,33,Stable,No,No,42.1,Medium
GW03748,30,Female,Tier3,Urban Company,14,25015,77,41,265,28544,23717,19.5,100,2,4,85,24,42,Increasing,Yes,Yes,76.6,Low
GW03749,34,Male,Tier2,Urban Company,56,36330,71,44,264,37275,24500,32.2,83,2,4.8,82,27,35,Increasing,No,No,86.7,Low
GW03750,24,Female,Tier2,Zomato,9,22741,28,23,585,23837,21135,11,37,3,3.3,69,22,16,Stable,No,No,29.2,High
GW03751,33,Male,Tier3,Swiggy,7,17962,38,36,183,19248,18054,7.1,57,1,4.1,68,5,22,Increasing,Yes,No,28.7,High
GW03752,20,Male,Tier3,Swiggy,6,17248,38,30,240,18299,18124,0.7,59,4,3.2,47,13,37,Decreasing,Yes,No,9.5,High
GW03753,36,Male,Tier3,Swiggy,33,16692,76,30,255,19105,11189,38.8,100,2,4.6,90,26,21,Stable,Yes,Yes,92.6,Low
GW03754,36,Male,Tier2,Urban Company,23,35329,68,40,408,36890,29820,18.1,76,2,3.7,80,26,34,Stable,No,No,58.4,Low
GW03755,39,Female,Tier1,Ola,10,44763,63,63,440,45576,36171,20.2,97,2,4.3,68,25,47,Increasing,No,No,64.2,Low
GW03756,22,Male,Tier1,Urban Company,26,60000,73,36,829,64180,47444,26,90,2,4.1,76,24,32,Increasing,No,No,73.9,Low
GW03757,35,Male,Tier1,Freelancer,10,55380,84,61,292,59606,45081,27.8,93,3,3.8,87,27,39,Stable,Yes,Yes,72.9,Low
GW03758,37,Female,Tier1,Freelancer,28,58249,71,40,786,61820,54711,10.8,88,2,4.4,80,30,53,Decreasing,Yes,Yes,56.7,Medium
GW03759,38,Male,Tier2,Ola,28,34668,85,20,732,38765,31160,20.5,81,2,4.9,86,24,42,Stable,No,No,68.4,Low
GW03760,25,Female,Tier1,Freelancer,1,37698,34,21,782,40491,33564,13.8,62,5,4.1,72,25,27,Decreasing,Yes,No,27,High
GW03761,27,Female,Tier2,Ola,30,31895,65,54,226,33357,26761,17.5,86,3,4.5,80,22,39,Increasing,No,No,64.7,Low
GW03762,21,Male,Tier2,Zomato,30,28622,49,59,167,30710,28459,3.1,93,4,4.4,95,18,45,Stable,Yes,Yes,47,Medium
GW03763,32,Male,Tier1,Ola,18,41292,29,8,2077,46863,41933,10.3,72,4,3.5,59,24,35,Stable,No,No,37.7,Medium
GW03764,29,Male,Tier2,Uber,19,32006,78,36,578,36142,26497,26.7,88,3,4.1,79,30,57,Stable,No,No,75.8,Low
GW03765,43,Male,Tier2,Urban Company,50,37678,78,51,479,41381,38468,10.8,100,1,4.6,85,29,25,Increasing,No,No,68.1,Low
GW03766,31,Male,Tier1,Uber,14,44062,83,57,524,48363,37689,23.5,90,1,4,95,24,48,Stable,Yes,Yes,80.5,Low
GW03767,54,Male,Tier2,Zomato,11,27452,51,54,159,29932,28520,2,88,3,3.3,63,19,40,Decreasing,Yes,Yes,37.3,Medium
GW03768,25,Female,Tier2,Swiggy,13,30709,80,44,460,31764,21300,29.9,98,2,4.2,86,21,46,Increasing,Yes,No,76.1,Low
GW03769,34,Female,Tier1,Urban Company,18,55462,77,46,536,60583,48051,17.5,90,3,3.4,93,20,42,Stable,Yes,Yes,62.8,Low
GW03770,22,Male,Tier2,Urban Company,19,37918,80,23,922,41332,33436,15.4,95,3,4.3,82,15,38,Stable,No,No,60.8,Low
GW03771,27,Male,Tier1,Ola,24,42873,53,41,572,46531,43388,10.9,52,3,3.5,52,24,31,Stable,No,No,40.8,Medium
GW03772,18,Male,Tier2,Zomato,12,15533,8,31,184,17409,16612,6.5,47,1,2.3,67,15,20,Increasing,Yes,Yes,39.4,Medium
GW03773,41,Male,Tier1,Zomato,14,44346,69,60,272,44648,29720,30.5,98,2,4,85,19,44,Increasing,Yes,Yes,83.1,Low
GW03774,28,Male,Tier2,Uber,21,30445,30,10,1173,32532,30005,4.5,70,3,4.1,59,17,52,Increasing,No,No,43.4,Medium
GW03775,27,Female,Tier1,Urban Company,36,44547,82,45,403,44905,42603,7.1,81,2,4,54,27,42,Increasing,No,No,61,Low
GW03776,23,Female,Tier3,Freelancer,7,14370,21,22,292,16085,15004,4.1,67,4,3.8,52,26,35,Stable,No,No,32.2,High
GW03777,24,Male,Tier3,Urban Company,17,19867,31,6,1595,20561,20655,0,33,1,3.8,82,22,34,Stable,No,No,25.6,High
GW03778,20,Male,Tier2,Ola,9,31089,60,29,475,32793,27531,13,81,4,3.4,70,21,48,Stable,No,No,49,Medium
GW03779,18,Male,Tier1,Freelancer,2,50815,38,8,3402,53314,48494,12.4,65,1,4.4,89,20,35,Stable,No,No,49.6,Medium
GW03780,36,Male,Tier3,Swiggy,3,16371,27,25,237,18672,18140,3.4,47,4,3.3,58,11,39,Increasing,Yes,Yes,40.6,Medium
GW03781,33,Male,Tier2,Zomato,46,28158,71,72,263,29589,23028,20.6,97,2,3.9,88,20,20,Increasing,No,No,73.8,Low
GW03782,32,Male,Tier2,Urban Company,35,41079,62,34,767,41397,36752,14.7,80,1,4.3,96,28,47,Increasing,No,No,66.9,Low
GW03783,43,Male,Tier1,Zomato,29,43501,73,32,436,43746,32361,26.2,87,1,4.9,87,30,35,Increasing,No,No,75.1,Low
GW03784,36,Male,Tier2,Ola,12,22965,42,17,654,23710,22694,4.7,72,2,3.3,49,17,28,Decreasing,No,No,23.9,High
GW03785,29,Male,Tier1,Ola,16,28146,36,33,533,28524,25998,7.9,21,3,2.7,42,26,40,Stable,Yes,No,17.2,High
GW03786,20,Male,Tier1,Zomato,49,43795,80,33,585,49010,35992,23.7,95,3,4.4,83,25,33,Stable,Yes,Yes,72.5,Low
GW03787,28,Male,Tier2,Zomato,2,26409,59,27,459,29080,25801,8.7,44,4,3.9,67,23,65,Increasing,No,No,46.9,Medium
GW03788,33,Female,Tier3,Swiggy,44,28882,79,25,806,32242,25918,19.4,89,2,4.4,96,20,31,Increasing,No,No,75.3,Low
GW03789,42,Female,Tier2,Freelancer,25,39262,76,68,347,42397,34589,20.1,96,3,4.5,90,23,55,Stable,Yes,Yes,71.2,Low
GW03790,18,Female,Tier3,Zomato,24,19486,52,3,2668,20870,18693,7.7,71,1,3.6,67,22,36,Decreasing,Yes,Yes,44.1,Medium
GW03791,29,Female,Tier3,Swiggy,27,25773,72,79,171,27172,18732,28.6,83,2,4.6,87,26,47,Increasing,Yes,Yes,85.2,Low
GW03792,32,Male,Tier1,Ola,7,46349,92,56,514,52004,47941,8,89,1,4.6,91,26,41,Increasing,Yes,Yes,73.3,Low
GW03793,24,Male,Tier3,Zomato,2,21711,71,35,255,21716,16957,18.9,71,3,3.3,66,12,37,Decreasing,Yes,Yes,48.6,Medium
GW03794,26,Male,Tier1,Zomato,6,32649,53,24,449,35173,28763,17.7,77,3,4,72,16,36,Stable,No,No,51,Medium
GW03795,50,Male,Tier3,Swiggy,52,21023,89,77,117,22201,18759,16,87,1,4.6,78,19,29,Stable,No,No,64.7,Low
GW03796,22,Female,Tier1,Swiggy,20,33392,27,31,703,34163,33441,2,90,4,3.8,59,21,33,Stable,Yes,Yes,40.4,Medium
GW03797,46,Female,Tier2,Ola,3,27027,38,51,258,29912,29368,5.6,66,2,3.4,63,25,46,Stable,Yes,No,26,High
GW03798,36,Male,Tier1,Urban Company,36,48587,90,26,1007,50541,27848,42.4,100,2,4.3,86,30,46,Stable,Yes,Yes,89.7,Low
GW03799,36,Male,Tier1,Zomato,36,47398,79,53,283,50367,46317,11.6,94,1,5,87,27,55,Increasing,Yes,Yes,77.2,Low
GW03800,40,Male,Tier3,Urban Company,12,22486,57,46,193,23463,22189,6.6,69,1,3.7,72,18,54,Decreasing,Yes,No,24,High
GW03801,27,Male,Tier1,Uber,25,48560,75,47,634,53000,40993,19.9,81,1,4.1,100,22,46,Increasing,No,No,71.1,Low
GW03802,18,Male,Tier1,Ola,17,31535,30,3,5000,31586,30335,0,51,4,3.6,61,15,57,Decreasing,No,No,23.3,High
GW03803,33,Male,Tier3,Freelancer,1,17905,70,20,308,19666,20317,0,37,5,3.1,46,14,47,Decreasing,Yes,Yes,17.5,High
GW03804,18,Female,Tier2,Uber,6,18168,40,26,438,19293,16650,9.4,44,3,2.8,68,5,26,Decreasing,Yes,Yes,27,High
GW03805,41,Male,Tier1,Zomato,23,39257,62,42,479,43462,33601,23.3,96,1,4.3,81,24,39,Increasing,Yes,Yes,77.6,Low
GW03806,18,Male,Tier3,Zomato,15,13692,57,34,161,15414,14940,6.6,50,1,3.2,77,8,38,Increasing,Yes,No,39,Medium
GW03807,37,Male,Tier2,Freelancer,10,37576,72,52,261,40474,33901,19.7,73,1,4.1,86,30,47,Increasing,Yes,Yes,76.9,Low
GW03808,41,Other,Tier2,Swiggy,56,27078,68,30,332,30608,26727,13.7,91,1,4.2,99,15,61,Decreasing,No,No,55.1,Medium
GW03809,32,Female,Tier1,Uber,43,44138,86,30,687,45020,37831,19.7,93,3,4.8,88,22,33,Increasing,No,No,78,Low
GW03810,34,Male,Tier2,Uber,20,34383,63,50,447,34560,24437,30.4,73,1,4.1,87,27,45,Increasing,No,No,75.1,Low
GW03811,18,Other,Tier1,Swiggy,8,37630,55,47,357,42627,36569,17.8,66,1,2.8,89,24,30,Decreasing,No,No,47.7,Medium
GW03812,26,Male,Tier1,Freelancer,15,51100,62,67,427,52003,41843,22.3,100,1,4.6,87,20,30,Increasing,No,No,74.1,Low
GW03813,32,Male,Tier1,Ola,38,43559,70,21,740,44741,30302,29,85,3,3.9,89,21,37,Increasing,No,No,76.7,Low
GW03814,24,Male,Tier3,Ola,18,20445,71,35,190,20816,17361,15.8,73,3,2.8,58,18,30,Stable,No,No,45.4,Medium
GW03815,25,Male,Tier1,Swiggy,26,41509,65,62,310,42575,34951,17.1,91,1,4.4,87,26,40,Increasing,No,No,65.7,Low
GW03816,21,Male,Tier1,Swiggy,31,33901,57,23,539,38473,31186,17.5,75,1,3.4,88,17,35,Decreasing,Yes,Yes,56.2,Medium
GW03817,22,Female,Tier2,Uber,37,35767,91,28,482,40316,29248,30.9,97,3,4.4,82,28,45,Stable,Yes,Yes,82.5,Low
GW03818,24,Female,Tier2,Freelancer,14,26554,34,44,246,27611,26639,0,62,5,3.5,57,22,29,Decreasing,No,No,22.2,High
GW03819,20,Male,Tier1,Uber,5,25930,5,43,195,28670,26697,4.4,30,5,2.5,49,19,17,Stable,No,No,15.3,High
GW03820,36,Male,Tier3,Urban Company,32,25681,66,37,430,28717,20390,26,87,2,3.4,89,28,29,Increasing,Yes,Yes,80,Low
GW03821,24,Male,Tier2,Zomato,41,25016,83,72,179,25597,17350,32.7,85,1,4.4,88,25,32,Increasing,Yes,No,79.1,Low
GW03822,36,Male,Tier1,Urban Company,32,54062,71,44,568,55912,46804,19,96,3,4.2,78,21,44,Stable,No,No,66.4,Low
GW03823,31,Male,Tier1,Ola,14,26815,37,35,331,28736,25343,9.3,46,2,2.5,61,7,31,Stable,Yes,No,26.9,High
GW03824,31,Male,Tier1,Freelancer,13,49316,71,45,329,54025,43822,19.4,88,3,4.6,100,23,47,Increasing,No,No,66.1,Low
GW03825,50,Male,Tier1,Swiggy,35,35834,95,73,317,38095,28108,23.9,85,1,4.4,80,19,57,Increasing,Yes,Yes,80.3,Low
GW03826,19,Female,Tier1,Uber,32,52153,85,52,606,58276,40791,26.8,81,1,3.9,92,26,57,Stable,Yes,Yes,78.1,Low
GW03827,36,Male,Tier3,Freelancer,46,23983,85,68,208,27545,19027,28.2,99,3,4.5,88,25,53,Stable,No,No,73.5,Low
GW03828,40,Male,Tier2,Freelancer,30,38053,73,46,305,42989,33012,22.6,100,3,4.9,84,23,61,Decreasing,No,No,61.7,Low
GW03829,37,Male,Tier3,Swiggy,19,14578,5,15,311,16440,15270,4.3,52,2,3.4,34,12,32,Decreasing,Yes,Yes,21.1,High
GW03830,30,Male,Tier1,Swiggy,22,42357,71,35,394,43637,30341,27.5,87,1,5,84,22,47,Decreasing,Yes,Yes,76.3,Low
GW03831,29,Male,Tier1,Ola,50,48062,87,73,338,54582,47937,11.4,72,1,4.5,95,25,57,Stable,Yes,No,51.8,Medium
GW03832,25,Male,Tier3,Urban Company,12,18566,27,33,311,21325,21434,1.1,30,3,2.6,53,14,51,Stable,Yes,Yes,23.6,High
GW03833,18,Male,Tier1,Uber,8,29439,39,22,935,31937,29727,7.6,54,4,2.7,65,17,45,Decreasing,No,No,25.8,High
GW03834,36,Female,Tier1,Swiggy,29,42659,59,54,402,47522,38775,18.5,82,2,4.1,88,25,32,Stable,Yes,Yes,65.1,Low
GW03835,39,Male,Tier1,Freelancer,27,55228,73,56,426,60192,53441,10.9,85,1,4.1,91,20,38,Decreasing,No,No,44.2,Medium
GW03836,24,Female,Tier2,Ola,25,33152,81,96,197,38085,26748,29.8,79,2,4.4,88,26,33,Stable,No,No,66.8,Low
GW03837,22,Male,Tier2,Swiggy,15,21922,36,12,1018,23910,23992,3.3,35,3,4.1,57,19,39,Decreasing,No,No,22.6,High
GW03838,25,Female,Tier1,Zomato,36,40122,68,58,213,42975,37682,8,96,1,4.2,84,22,57,Increasing,No,No,61.3,Low
GW03839,25,Male,Tier2,Ola,9,21397,48,17,439,21897,19184,12.1,27,4,3.5,73,5,60,Stable,No,No,43.4,Medium
GW03840,18,Male,Tier2,Swiggy,3,21022,44,8,1516,23683,22511,8.4,66,1,3.8,67,17,23,Decreasing,Yes,Yes,40.1,Medium
GW03841,31,Male,Tier3,Zomato,26,17265,57,65,88,17789,17471,2,83,3,4,86,23,26,Decreasing,No,No,34.8,High
GW03842,50,Male,Tier1,Ola,16,44285,95,49,562,48788,35245,25.7,93,1,3.9,83,22,51,Increasing,Yes,Yes,79.9,Low
GW03843,33,Male,Tier2,Swiggy,37,33166,59,51,431,34384,25809,22.9,94,1,4.4,75,30,28,Stable,Yes,Yes,72,Low
GW03844,32,Other,Tier2,Swiggy,35,25612,83,35,278,28295,19705,31.3,86,3,4.3,84,26,46,Stable,No,No,72.2,Low
GW03845,32,Female,Tier2,Uber,18,31574,81,62,255,31792,27516,15.9,94,1,4.9,85,27,38,Increasing,Yes,Yes,80.9,Low
GW03846,18,Male,Tier1,Ola,5,36927,59,35,449,37897,36176,7.8,80,4,3.7,61,24,33,Decreasing,Yes,Yes,42.3,Medium
GW03847,18,Male,Tier3,Swiggy,13,16412,44,32,260,18183,18196,0,55,3,2.3,37,26,26,Decreasing,No,No,16.8,High
GW03848,35,Male,Tier2,Zomato,16,21170,40,15,771,23046,23314,2,58,3,3.4,73,15,58,Stable,Yes,Yes,38.9,Medium
GW03849,31,Female,Tier2,Uber,13,27511,43,49,171,29805,26455,9,61,2,4,68,22,40,Increasing,Yes,Yes,53.6,Medium
GW03850,26,Female,Tier1,Zomato,49,42235,76,33,842,42828,33126,23.2,96,2,4.6,76,25,45,Stable,Yes,Yes,72.9,Low
GW03851,25,Male,Tier1,Ola,24,48971,62,27,811,55300,49501,13,83,1,4.2,82,28,58,Increasing,Yes,No,56.9,Medium
GW03852,28,Male,Tier2,Urban Company,17,36435,87,68,201,39902,33069,20.4,87,1,4.6,95,19,41,Increasing,No,No,71.7,Low
GW03853,48,Female,Tier1,Ola,13,34577,39,57,189,37574,35937,7,73,2,3.8,64,16,19,Decreasing,No,No,32.5,High
GW03854,18,Male,Tier1,Swiggy,8,29425,41,17,1206,33663,33786,3.2,55,4,3.5,45,25,39,Decreasing,Yes,Yes,31,High
